Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,086282,2018,04,10.3,Y
IDCJAC0004,086282,2018,05,8.9,Y
IDCJAC0004,086282,2018,06,5.3,Y
IDCJAC0004,086282,2018,07,5.9,Y
IDCJAC0004,086282,2018,08,5.0,Y
IDCJAC0004,086282,2018,09,5.7,Y
IDCJAC0004,086282,2018,10,9.0,Y
IDCJAC0004,086282,2018,11,10.8,Y
IDCJAC0004,086282,2018,12,14.3,Y
IDCJAC0004,086282,2019,01,15.5,Y
IDCJAC0004,086282,2019,02,14.0,Y
IDCJAC0004,086282,2019,03,14.0,Y
IDCJAC0004,086282,2019,04,10.4,Y
IDCJAC0004,086282,2019,05,8.9,Y
IDCJAC0004,086282,2019,06,7.0,Y
IDCJAC0004,086282,2019,07,6.4,Y
IDCJAC0004,086282,2019,08,5.5,Y
IDCJAC0004,086282,2019,09,6.8,Y
IDCJAC0004,086282,2019,10,8.5,Y
IDCJAC0004,086282,2019,11,9.3,Y
IDCJAC0004,086282,2019,12,12.4,Y
IDCJAC0004,086282,2020,01,13.7,Y
IDCJAC0004,086282,2020,02,14.4,Y
IDCJAC0004,086282,2020,03,12.2,Y
IDCJAC0004,086282,2020,04,9.9,Y
IDCJAC0004,086282,2020,05,7.1,Y
IDCJAC0004,086282,2020,06,5.6,Y
IDCJAC0004,086282,2020,07,5.5,Y
IDCJAC0004,086282,2020,08,5.9,Y
IDCJAC0004,086282,2020,09,8.1,Y
IDCJAC0004,086282,2020,10,9.0,Y
IDCJAC0004,086282,2020,11,11.9,Y
IDCJAC0004,086282,2020,12,11.2,Y
IDCJAC0004,086282,2021,01,13.7,Y
IDCJAC0004,086282,2021,02,13.0,Y
IDCJAC0004,086282,2021,03,12.0,Y
IDCJAC0004,086282,2021,04,10.0,Y
IDCJAC0004,086282,2021,05,7.3,Y
IDCJAC0004,086282,2021,06,6.4,Y
IDCJAC0004,086282,2021,07,5.4,Y
IDCJAC0004,086282,2021,08,6.4,Y
IDCJAC0004,086282,2021,09,7.3,Y
IDCJAC0004,086282,2021,10,8.1,Y
IDCJAC0004,086282,2021,11,10.0,Y
IDCJAC0004,086282,2021,12,11.7,Y
IDCJAC0004,086282,2022,01,16.4,Y
IDCJAC0004,086282,2022,02,13.8,Y
IDCJAC0004,086282,2022,03,14.1,Y
IDCJAC0004,086282,2022,04,11.1,Y
IDCJAC0004,086282,2022,05,7.8,Y
IDCJAC0004,086282,2022,06,6.5,Y
IDCJAC0004,086282,2022,07,4.4,Y
IDCJAC0004,086282,2022,08,6.8,Y
IDCJAC0004,086282,2022,09,7.1,Y
IDCJAC0004,086282,2022,10,9.1,Y
IDCJAC0004,086282,2022,11,9.7,Y
IDCJAC0004,086282,2022,12,11.6,Y
IDCJAC0004,086282,2023,01,15.0,Y
IDCJAC0004,086282,2023,02,13.7,Y
IDCJAC0004,086282,2023,03,12.9,Y
IDCJAC0004,086282,2023,04,10.4,Y
IDCJAC0004,086282,2023,05,7.4,Y
IDCJAC0004,086282,2023,06,7.3,Y
IDCJAC0004,086282,2023,07,7.0,Y
IDCJAC0004,086282,2023,08,6.5,Y
IDCJAC0004,086282,2023,09,7.8,Y
IDCJAC0004,086282,2023,10,8.7,Y
IDCJAC0004,086282,2023,11,12.4,Y
IDCJAC0004,086282,2023,12,13.1,Y
IDCJAC0004,086282,2024,01,14.8,Y
IDCJAC0004,086282,2024,02,14.1,Y
IDCJAC0004,086282,2024,03,13.2,Y
IDCJAC0004,086282,2024,04,9.7,Y
IDCJAC0004,086282,2024,05,7.6,Y
IDCJAC0004,086282,2024,06,5.4,Y
IDCJAC0004,086282,2024,07,5.5,Y
IDCJAC0004,086282,2024,08,7.9,Y
IDCJAC0004,086282,2024,09,8.0,Y
IDCJAC0004,086282,2024,10,9.3,Y
IDCJAC0004,086282,2024,11,12.2,Y
